evid,Time,Latitude,Longitude,Depth,Magnitude
388,2021-04-07 16:22:49.070000,44.6658,11.657,16.01,2.49
389,2021-04-08 09:52:17.550000,45.7452,14.0537,11.47,1.27
390,2021-04-08 23:52:52.150000,46.5117,13.065,5.4,0.41
391,2021-04-09 00:13:44.680000,46.2702,13.336,5.54,0.74
392,2021-04-09 03:33:06.890000,45.7295,11.1868,3.32,0.57
393,2021-04-09 04:03:43.660000,45.8228,11.1637,11.35,0.7
394,2021-04-09 04:57:24.350000,46.112,14.4028,12.52,1.79
395,2021-04-09 14:30:43.930000,46.3137,12.5713,8.33,1.16
396,2021-04-09 18:34:53.320000,45.7082,10.7662,5.69,1.01
397,2021-04-09 18:43:55.800000,46.3765,13.6745,8.07,2.54
398,2021-04-09 23:57:44.870000,45.9107,14.8352,2.21,2.19
399,2021-04-10 05:55:01.910000,46.4687,14.3022,14.27,3.02
400,2021-04-11 07:49:17.390000,44.8695,11.2357,12.51,2.48
401,2021-04-11 13:53:48.550000,45.7328,10.8022,6.46,0.66
402,2021-04-11 18:45:32.050000,46.3895,10.6032,4.66,0.9
403,2021-04-12 00:05:16.730000,46.3488,13.073,4.34,0.8
404,2021-04-12 11:17:10.050000,46.3755,12.6653,7.93,1.02
405,2021-04-12 12:57:22.270000,46.1955,12.3928,10.09,0.94
406,2021-04-12 20:59:30.190000,46.2947,13.074,5.13,0.77
407,2021-04-13 22:03:44.790000,46.1365,10.4153,4.72,0.98
408,2021-04-14 03:20:52.310000,46.162,12.7255,14.08,1.23
409,2021-04-14 06:15:19.550000,46.266,12.3383,0.6,1.34
410,2021-04-14 12:05:27.240000,46.3075,12.513,3.18,0.5
411,2021-04-14 16:06:36.750000,46.4992,12.9585,4.81,0.51
412,2021-04-14 17:36:32.710000,45.855,11.4735,3.44,1.33
413,2021-04-15 02:06:48.550000,46.3922,12.228,8.02,0.96
414,2021-04-15 18:11:12.670000,46.3753,13.6697,9.35,0.91
415,2021-04-15 18:49:54.580000,46.3352,13.2993,8.78,1.04
416,2021-04-16 02:16:59.970000,46.4783,13.0927,5.39,1.28
417,2021-04-16 11:06:44.710000,46.516,13.9628,10.7,1.92
418,2021-04-16 13:46:16.660000,46.248,12.5252,9.49,0.46
419,2021-04-17 07:13:15.510000,46.4765,12.7955,4.62,0.63
420,2021-04-17 21:14:18.920000,45.818,12.0525,11.42,0.79
421,2021-04-18 00:32:44.380000,45.17,13.9808,30.81,2.61
422,2021-04-18 03:21:21.010000,45.7565,10.6728,9.47,1.21
423,2021-04-18 05:57:07.850000,46.0762,12.2883,9.99,0.83
424,2021-04-18 13:09:04.930000,46.3258,13.6703,5.11,0.88
425,2021-04-18 22:59:42.250000,46.4525,12.4602,8.44,1.16
426,2021-04-18 23:00:27.450000,45.7827,10.9873,10.73,1.8
427,2021-04-19 02:48:13.090000,46.0343,10.5787,1.59,0.71
428,2021-04-19 14:47:23.350000,46.6995,12.882,7.35,1.38
429,2021-04-19 19:16:00.830000,46.0677,14.3127,5.85,1.27
430,2021-04-19 19:18:14.040000,45.8798,10.7522,9.74,0.86
431,2021-04-19 20:09:30.830000,46.4468,12.6058,2.97,0.94
432,2021-04-20 04:41:17.320000,46.387,12.9672,3.84,0.44
433,2021-04-20 05:36:42.620000,46.4185,13.2387,14.02,1.04
434,2021-04-20 06:31:42.640000,45.7478,11.0508,4.94,1.51
435,2021-04-20 20:22:31.890000,45.9135,11.907,9.76,0.75
436,2021-04-20 23:07:53.330000,46.1662,12.4497,7.55,0.4
437,2021-04-21 01:23:54.530000,46.3855,12.967,5.04,0.73
438,2021-04-21 03:59:18.520000,46.2698,13.2327,8.14,1.3
439,2021-04-21 04:55:12.050000,46.1173,13.4572,9.73,0.58
440,2021-04-21 06:34:41.830000,45.8435,11.0127,12.82,1.01
441,2021-04-21 09:38:25.840000,46.093,10.6998,5.25,0.88
442,2021-04-21 17:44:59.790000,46.3788,13.669,7.71,1.08
443,2021-04-21 19:23:59.260000,46.2585,13.7867,7.11,1.81
444,2021-04-21 19:38:50.750000,46.2128,13.4982,12.07,0.85
445,2021-04-21 23:26:48.740000,45.4832,10.8353,18.07,1.16
446,2021-04-22 00:14:29.620000,46.4218,12.4032,8.4,1.11
447,2021-04-22 02:18:51.820000,46.099,13.6653,11,0.59
448,2021-04-22 16:19:14.980000,46.3795,13.671,8.37,1.04
449,2021-04-22 20:01:42.750000,46.2837,13.631,3.11,0.87
450,2021-04-22 20:07:51.710000,45.431,13.2315,13.02,1.67
451,2021-04-23 12:31:30.800000,46.1272,13.6025,12.62,0.68
452,2021-04-23 15:22:56.980000,44.9992,15.323,4.05,2.98
453,2021-04-23 15:59:14.690000,45.799,11.3763,11.92,1.83
454,2021-04-23 18:29:47.430000,46.0858,14.2595,9.06,1.78
455,2021-04-25 01:12:38.810000,46.3172,13.6002,5.88,0.97
456,2021-04-25 08:39:24.670000,46.048,12.3342,8.94,0.89
457,2021-04-25 17:23:17.500000,45.5263,9.94,14.7,1.84
458,2021-04-25 18:38:01.090000,45.8002,11.03,11.57,0.97
459,2021-04-26 12:40:18.340000,46.6113,13.3458,7.61,1.19
460,2021-04-26 17:31:48.070000,46.6353,10.3157,8.19,1.43
461,2021-04-26 19:52:49.040000,46.6267,10.306,8.37,1.42
462,2021-04-26 23:08:36.130000,46.3727,12.8725,3.53,0.82
463,2021-04-26 23:13:26.980000,46.7368,10.4493,7.07,1.99
464,2021-04-27 00:07:36.570000,46.1458,12.3737,11.19,0.52
465,2021-04-27 02:06:09.250000,46.2718,13.692,5.88,0.76
466,2021-04-27 02:32:51.070000,45.9803,10.721,7.36,0.76
467,2021-04-27 06:42:19.470000,46.2678,13.6938,6.97,2.24
468,2021-04-27 21:37:16.980000,46.269,13.69,6.1,0.84
469,2021-04-28 00:42:31.730000,46.4445,13.5798,0.56,0.99
470,2021-04-28 03:38:34.830000,46.2685,13.6932,5.89,0.66
471,2021-04-28 18:18:49.850000,45.76,11.1813,8.63,0.45
472,2021-04-28 19:50:37.500000,46.5772,12.7513,2.38,0.83
473,2021-04-28 20:36:44.880000,46.3533,13.7383,7.37,0.8
474,2021-04-30 01:47:40.930000,46.0938,12.35,9.24,0.99
475,2021-04-30 02:01:32.320000,45.7463,11.0535,6.22,0.81
476,2021-04-30 13:27:47.640000,46.335,13.241,11.51,0.9
477,2021-04-30 19:15:05.560000,46.255,13.785,6.99,1.09
478,2021-04-30 22:20:29.680000,45.6287,14.3743,12.41,1.13
479,2021-05-01 10:22:35.890000,46.3655,13.2868,5.15,1.01
480,2021-05-01 10:43:24.060000,46.291,12.848,5.72,0.97
481,2021-05-01 15:32:57.350000,46.4142,12.8465,5.05,0.82
482,2021-05-02 08:18:38.690000,45.1128,12.8005,31.87,2.21
483,2021-05-02 19:26:23.630000,45.9548,14.3867,15.58,2.44
484,2021-05-02 22:21:46.810000,45.9492,14.3898,14.98,1.96
485,2021-05-03 19:55:08.560000,46.6042,13.8378,6.82,1.68
486,2021-05-03 20:04:00.150000,46.6108,13.8448,6.75,1.3
487,2021-05-03 22:57:03.580000,46.6103,13.8593,10.3,2.3
488,2021-05-03 23:28:05.130000,46.3318,12.7593,9.79,1.19
489,2021-05-03 23:29:29.630000,46.2717,13.1582,8.99,1.73
490,2021-05-03 23:53:40.890000,45.8747,11.3122,12.83,0.53
491,2021-05-04 01:02:40.960000,46.4433,13.0375,8.94,0.41
492,2021-05-04 07:14:45.470000,45.7953,14.3483,9.38,1.61
493,2021-05-04 09:58:58.440000,45.8043,14.3418,6.72,1.45
494,2021-05-04 23:29:49.160000,46.275,12.3255,4.35,0.61
495,2021-05-05 03:03:49.820000,46.2362,13.7577,1.27,1
496,2021-05-05 04:41:09.510000,46.1437,12.3608,10.47,1.13
497,2021-05-05 08:55:25.680000,46.1533,12.3483,10.54,0.74
498,2021-05-05 12:03:40.050000,46.0382,13.4793,11.84,1.7
499,2021-05-05 15:02:54.100000,45.7577,11.0872,8.38,1.46
500,2021-05-05 17:04:32.300000,46.341,13.5235,4.83,1.19
501,2021-05-05 17:51:25.730000,46.5462,10.2842,6.18,1.82
502,2021-05-06 15:50:39.060000,46.2208,13.7065,4.65,0.76
503,2021-05-07 03:29:51.950000,46.0118,14.4743,9.88,2.91
504,2021-05-08 06:50:09.820000,45.7163,12.0885,13.14,2.11
505,2021-05-08 16:06:52.050000,44.8578,11.1095,7.41,2.07
506,2021-05-08 17:20:30.900000,46.0418,10.5607,2.82,0.74
507,2021-05-09 06:20:03.180000,46.0947,12.3007,10.64,0.93
508,2021-05-09 06:30:24.180000,45.878,11.842,10.08,1.71
509,2021-05-09 23:24:45.490000,46.2997,13.159,3.65,0.52
510,2021-05-09 23:59:27.240000,45.9797,13.966,15.93,1.37
511,2021-05-10 03:57:00.880000,45.6195,10.5685,8.95,1.22
512,2021-05-10 09:14:51.390000,45.7592,11.0898,8.22,0.88
513,2021-05-10 10:20:09.560000,46.3027,13.3375,11.34,1.2
514,2021-05-10 23:07:06.290000,46.3208,13.3588,7.35,0.67
515,2021-05-10 23:52:09.180000,45.8915,10.658,7.1,1.02
516,2021-05-11 05:36:52.370000,45.758,11.0877,6.8,1.32
517,2021-05-11 12:29:01.620000,45.8355,13.1465,21.77,1.71
518,2021-05-12 09:21:38.450000,45.8248,10.5057,11.01,0.73
519,2021-05-12 11:33:11.410000,46.7137,10.4272,5.31,1.32
520,2021-05-12 14:36:40.420000,46.7018,10.4337,9.33,1.48
521,2021-05-13 01:01:50.530000,45.7258,14.3527,10.34,1.99
522,2021-05-13 12:13:04.580000,45.5827,14.3707,18.07,3.18
523,2021-05-13 15:10:47.840000,46.371,13.0365,10.84,0.52
524,2021-05-13 18:11:23.710000,45.6228,14.2257,11.94,1.71
525,2021-05-14 01:44:25.080000,46.0565,10.5445,2.6,0.93
526,2021-05-14 12:40:45.980000,45.6502,14.2488,9.44,1.82
527,2021-05-14 14:32:37.050000,46.4677,13.4438,6.17,0.59
528,2021-05-14 16:42:25.300000,46.234,13.2042,4.58,0.83
529,2021-05-15 08:36:57.360000,46.0982,13.7183,12.07,1.4
530,2021-05-15 08:38:11.080000,46.1003,13.7238,11.15,0.93
531,2021-05-15 08:39:13.510000,46.099,13.7128,12.89,0.43
532,2021-05-15 15:06:24.870000,46.308,12.5517,8.67,0.81
533,2021-05-15 19:02:27.970000,45.763,11.09,8.81,1.49
534,2021-05-15 21:34:03.510000,45.0667,12.4262,32.38,2.23
535,2021-05-16 04:08:27.300000,46.086,14.2702,9.42,1.53
536,2021-05-16 07:58:40.500000,46.3967,12.9703,4.95,1.04
537,2021-05-17 22:05:54.610000,46.7672,12.2015,4.33,2.46
538,2021-05-18 07:20:27.200000,46.4832,13.0775,6.31,0.75
539,2021-05-18 08:10:26.680000,46.0652,10.5802,2.01,0.63
540,2021-05-18 08:22:42.120000,46.2662,13.7268,4.62,1.01
541,2021-05-18 10:32:03.170000,46.672,12.7345,9.67,0.79
542,2021-05-18 12:28:05.140000,45.6577,14.238,11.77,2.06
543,2021-05-18 23:16:16.270000,45.807,11.0393,11.08,1.65
544,2021-05-19 10:55:38.710000,46.4797,10.739,9.37,1.19
545,2021-05-19 16:24:51.290000,46.1897,13.5612,13.22,0.68
546,2021-05-20 10:09:08.190000,46.2797,12.54,10.64,1.02
547,2021-05-20 21:06:13.380000,45.7882,10.5947,1.88,1.04
548,2021-05-20 21:34:31.370000,46.2593,13.1257,5.26,0.68
549,2021-05-20 23:56:25.790000,46.3403,13.5962,6.16,1.13
550,2021-05-21 09:40:48.620000,46.2783,12.5067,8.87,0.73
551,2021-05-21 10:10:00.120000,46.3013,13.5668,5.78,1.09
552,2021-05-21 22:02:03.330000,46.0053,14.492,8.28,1.78
553,2021-05-21 22:15:44.290000,45.98,13.933,17.13,0.98
554,2021-05-22 00:06:49.260000,46.2053,12.4543,9.4,0.49
555,2021-05-22 00:58:14.240000,46.3652,13.0455,10.42,0.62
556,2021-05-22 06:43:34.640000,46.2693,13.7128,5.05,2.48
557,2021-05-22 09:54:07.950000,46.0165,14.3135,5.61,1.64
558,2021-05-22 11:57:41.960000,46.1333,12.4635,8.48,0.62
559,2021-05-23 02:35:03.800000,46.3763,13.669,8.35,0.84
560,2021-05-23 18:02:48.520000,46.4287,12.9575,10.77,0.65
561,2021-05-23 23:56:35.360000,46.0018,10.4403,2.13,0.94
562,2021-05-24 02:53:15.540000,45.8943,10.6917,11.56,0.84
563,2021-05-24 04:21:35.250000,44.7407,12.5587,52.69,2.56
564,2021-05-24 04:29:51.260000,46.0513,11.8208,6.42,1.19
565,2021-05-24 05:50:03.710000,46.3128,13.1183,2.89,1.25
566,2021-05-24 19:13:06.460000,46.089,13.7143,11.08,0.78
567,2021-05-25 06:45:24.420000,46.2725,13.7085,3.84,1.14
568,2021-05-25 07:57:21.450000,46.1963,13.5358,14.88,1.1
569,2021-05-25 10:28:05.100000,46.3868,11.3333,7.24,1.17
570,2021-05-26 00:19:27.160000,46.6167,13.8143,3.75,1.8
571,2021-05-26 01:03:37.860000,46.2125,14.3583,9.82,1.4
572,2021-05-26 12:14:17.420000,46.6068,13.8048,2.15,1.17
573,2021-05-26 17:57:31.040000,45.1552,14.6418,3.66,2.79
574,2021-05-26 18:04:59.080000,45.785,10.8845,5.51,0.63
575,2021-05-27 02:09:17.690000,45.933,12.1472,10.48,0.54
576,2021-05-27 03:15:57.350000,46.4595,12.6928,4.76,1.3
577,2021-05-27 03:22:13.520000,46.5053,10.608,11.75,0.67
578,2021-05-27 09:59:35.000000,46.1858,13.8798,9.17,1.06
579,2021-05-27 15:36:15.380000,46.1157,11.2403,9.91,0.98
580,2021-05-27 16:36:16.890000,45.9108,10.872,13.12,1.58
581,2021-05-27 19:11:39.570000,45.5902,12.8883,29.14,2.3
582,2021-05-27 21:10:36.740000,45.6497,14.2415,9.24,1.62
583,2021-05-28 04:43:48.610000,46.092,13.6408,13.51,0.33
584,2021-05-28 10:34:34.770000,46.4975,12.6963,6.5,0.81
585,2021-05-28 15:37:44.710000,46.4367,12.8402,2.08,0.71
586,2021-05-29 02:08:57.270000,46.5557,13.205,6.02,0.89
587,2021-05-30 00:38:55.220000,46.3472,13.1345,10.54,1.51
588,2021-05-30 03:32:04.980000,46.7928,11.9857,5.84,1.08
589,2021-05-30 06:40:58.350000,46.1642,12.3833,11.45,0.73
590,2021-05-31 03:06:14.710000,46.157,14.3482,15.74,1.81
591,2021-05-31 03:09:08.040000,46.2902,13.0377,8.99,1.4
592,2021-05-31 07:12:24.360000,46.3303,13.2615,12.47,2.28
593,2021-05-31 08:26:33.780000,46.2938,13.0408,8.71,1.29
594,2021-05-31 13:21:13.350000,45.8855,11.3208,13.76,0.72
595,2021-05-31 14:08:40.460000,46.293,13.0423,8.59,0.78
596,2021-05-31 14:11:45.690000,46.295,13.0438,9.1,0.49
597,2021-05-31 18:14:56.320000,46.5435,10.6088,9.81,1.73
598,2021-05-31 18:54:04.280000,46.5362,10.6063,9.32,0.96
599,2021-06-01 00:37:41.380000,46.6298,10.3147,9.38,1.7
600,2021-06-01 00:41:06.060000,46.6298,10.3113,9.79,1.46
601,2021-06-01 03:38:35.880000,45.2265,10.2678,18.55,1.84
602,2021-06-01 05:44:47.920000,46.6667,13.701,1.22,1.2
603,2021-06-01 07:25:20.610000,46.3903,12.943,10.23,0.54
604,2021-06-01 08:31:58.210000,45.922,14.3117,2.28,1.34
605,2021-06-01 11:53:36.570000,46.6373,10.3148,9.82,0.97
606,2021-06-01 13:34:29.880000,45.8455,11.0862,10.02,0.57
607,2021-06-01 15:31:02.930000,46.143,11.2263,4.17,0.6
608,2021-06-01 19:50:39.400000,46.2753,13.6992,4.43,1.64
609,2021-06-01 21:02:33.730000,46.6337,10.3072,10.58,0.79
610,2021-06-01 21:47:39.980000,45.8067,12.0817,11.03,1.29
611,2021-06-01 22:14:24.370000,46.5423,10.6055,9.21,1.28
612,2021-06-01 23:41:31.520000,46.5358,10.5958,8.17,0.6
613,2021-06-02 06:52:50.130000,46.1988,12.4588,9.17,0.86
614,2021-06-02 07:44:16.390000,46.199,12.458,10.29,0.62
615,2021-06-02 09:16:45.150000,45.9263,11.0992,9.72,2.25
616,2021-06-02 12:11:44.410000,46.5403,10.6077,9.12,1.18
617,2021-06-03 01:24:56.960000,46.6218,10.3157,8.29,1
618,2021-06-03 21:40:57.730000,45.6315,11.1387,5.95,0.65
619,2021-06-04 03:36:04.130000,45.978,10.8277,9.34,0.46
620,2021-06-04 05:36:37.430000,46.405,12.3828,9.95,0.91
621,2021-06-04 07:40:38.340000,46.3003,13.1445,10.47,0.61
622,2021-06-04 19:16:30.370000,46.6192,12.6322,3.63,1.14
623,2021-06-05 00:28:41.790000,45.8482,11.001,12.6,0.82
624,2021-06-05 02:24:58.600000,45.8413,10.912,16.55,0.65
625,2021-06-05 07:17:32.600000,46.2852,12.5342,8.52,0.58
626,2021-06-06 20:00:45.520000,46.3682,12.6553,8.4,0.82
627,2021-06-07 17:24:26.200000,45.6848,14.2115,11.69,1.3
628,2021-06-07 17:35:53.340000,46.1258,10.866,5.14,2.13
629,2021-06-07 19:50:16.560000,45.9282,11.0958,7.36,0.45
630,2021-06-07 23:57:02.090000,45.9272,11.1012,9.34,2.57
631,2021-06-08 00:05:37.730000,45.9298,11.0948,7,0.52
632,2021-06-08 10:49:36.440000,44.6565,11.1072,35.74,2.21
633,2021-06-08 11:08:50.750000,46.4092,12.6158,8.66,0.81
634,2021-06-08 13:48:37.920000,46.258,12.7248,7,0.88
635,2021-06-09 03:53:09.670000,46.3157,13.149,10.36,0.82
636,2021-06-09 14:56:26.470000,46.1342,11.2218,7,1.02
637,2021-06-09 15:36:08.360000,45.5818,10.855,10.17,0.97
638,2021-06-09 23:51:31.990000,46.2328,13.378,12.72,0.38
639,2021-06-10 03:56:10.450000,45.8282,11.0512,13.53,0.57
640,2021-06-10 10:27:54.340000,45.8013,11.2338,4.66,0.95
641,2021-06-11 00:16:01.960000,46.3788,13.6707,8.63,0.93
642,2021-06-11 18:32:23.220000,46.4397,13.0003,5.38,0.15
643,2021-06-14 02:12:40.120000,44.8365,12.314,29.42,2.25
644,2021-06-14 06:31:19.690000,45.5643,12.7542,33.51,3.1
645,2021-06-14 08:58:57.380000,46.1033,14.2075,18.1,1.3
646,2021-06-14 09:52:29.730000,45.933,14.3107,5.24,1.68
647,2021-06-14 14:32:26.760000,45.506,14.4722,15.69,2.31
648,2021-06-14 21:40:00.010000,46.2847,13.6452,5.36,0.98
649,2021-06-14 22:21:08.740000,46.7118,10.0418,12.45,1.65
650,2021-06-15 03:50:06.760000,46.2672,13.3332,5.76,0.83
651,2021-06-15 11:02:30.680000,45.5002,14.4747,16.59,2.81
652,2021-06-15 20:08:34.800000,45.5128,14.4792,14.7,1.7
653,2021-06-15 20:48:32.120000,46.5393,10.7413,9.19,1.09
654,2021-06-16 03:16:52.130000,45.6108,14.3103,7.41,2.08
655,2021-06-16 04:09:57.420000,45.5053,14.4632,15.3,1.54
656,2021-06-16 04:19:40.200000,46.2205,12.5045,8.38,0.73
657,2021-06-16 04:42:35.590000,46.4342,10.438,6.8,1.06
658,2021-06-16 18:30:51.390000,46.5393,10.7522,8.4,1.98
659,2021-06-16 22:50:59.450000,45.8115,11.1905,12.3,0.91
660,2021-06-17 05:22:09.030000,45.888,12.2297,7,1.23
661,2021-06-17 07:26:37.780000,46.3527,13.771,9.75,1.02
662,2021-06-17 09:03:02.310000,46.157,12.4515,10.15,1.1
663,2021-06-17 15:37:36.130000,46.4,13.4335,6.05,0.8
664,2021-06-17 19:33:14.040000,45.8863,10.968,7.12,0.51
665,2021-06-18 04:47:27.340000,46.1347,13.6268,13.48,0.7
666,2021-06-18 15:54:20.350000,46.4835,13.0418,7.16,1.48
667,2021-06-19 08:39:03.040000,46.2658,12.429,6.95,1.52
668,2021-06-19 20:51:57.630000,46.3723,13.0433,10.26,0.43
669,2021-06-20 01:01:40.370000,46.3743,13.7602,5.35,0.94
670,2021-06-20 04:06:03.760000,45.7983,11.3718,11.87,0.82
671,2021-06-20 06:32:23.550000,46.3535,13.1562,13.24,1.12
672,2021-06-20 15:54:49.740000,45.9312,10.9142,4.42,0.72
673,2021-06-20 16:09:05.650000,45.8277,10.9648,9.49,0.44
674,2021-06-21 00:12:33.360000,45.0613,10.772,21.39,2.44
675,2021-06-21 00:26:48.660000,46.4675,13.555,2,0.79
676,2021-06-21 15:27:54.950000,46.2258,12.5735,7.83,0.71
677,2021-06-21 17:42:42.990000,46.3247,12.6233,8.49,0.75
678,2021-06-21 21:17:07.890000,46.2665,12.1567,8.28,0.67
679,2021-06-21 23:52:44.320000,46.229,12.5767,7,0.64
680,2021-06-22 02:02:06.800000,46.333,12.2253,1.86,0.42
681,2021-06-22 04:04:49.500000,46.2595,12.762,5.42,1
682,2021-06-22 18:12:23.950000,46.7372,10.6695,5.32,1.8
683,2021-06-22 19:58:43.260000,46.4565,10.438,7.32,0.91
684,2021-06-23 01:30:21.000000,45.942,12.1537,12.97,0.59
685,2021-06-23 03:54:36.570000,45.8287,10.9967,13.98,0.72
686,2021-06-23 04:21:35.460000,46.23,12.5793,7.16,0.63
687,2021-06-23 05:45:28.910000,46.372,13.0388,10.02,0.62
688,2021-06-23 06:10:51.630000,46.2302,12.5725,4.91,1.02
689,2021-06-23 08:35:39.190000,46.368,10.8408,8.21,1.02
690,2021-06-23 17:17:22.150000,46.3752,13.5818,4.78,0.81
691,2021-06-23 17:28:24.360000,45.8527,10.9053,14.75,1.02
692,2021-06-23 19:43:50.010000,46.3687,13.0372,10.53,0.72
693,2021-06-23 21:16:11.650000,46.5285,12.7103,6.73,1.33
694,2021-06-24 09:18:54.030000,46.1172,13.3208,11.91,1
695,2021-06-24 09:21:36.960000,46.1163,13.3183,11.66,0.91
696,2021-06-25 17:16:22.350000,46.284,13.6508,3.74,1.13
697,2021-06-25 23:08:22.350000,46.3328,12.6175,7.46,0.88
698,2021-06-25 23:39:33.220000,46.3777,12.9323,3.95,0.76
699,2021-06-26 15:03:06.500000,46.321,12.6022,8.85,1.13
700,2021-06-27 01:09:05.200000,46.467,13.5372,2.87,1.01
701,2021-06-27 03:24:47.660000,46.1448,12.3575,6.28,0.7
702,2021-06-27 04:56:28.550000,45.7422,14.1272,12.86,1.05
703,2021-06-27 05:03:58.500000,46.4107,10.5922,6.4,0.99
704,2021-06-27 12:58:37.020000,45.8722,10.6712,15.69,1.03
705,2021-06-27 16:18:43.460000,46.2352,12.5798,4.96,1.18
706,2021-06-27 17:01:16.890000,46.4813,12.7773,5.69,1.22
707,2021-06-27 20:10:20.850000,46.2383,13.1303,6.72,0.77
708,2021-06-28 11:13:40.440000,46.3762,13.6688,8.02,1.12
709,2021-06-28 11:33:07.590000,46.2462,12.1397,3.19,1.37
710,2021-06-29 04:09:09.720000,46.2108,10.5867,5.25,1.21
711,2021-06-29 15:57:14.860000,45.9307,14.307,1.81,1.73
712,2021-06-29 16:47:31.980000,46.137,12.3582,12.38,0.86
713,2021-06-29 18:59:22.050000,45.9337,11.1012,6.18,0.46
714,2021-06-29 23:11:57.820000,46.1473,14.3183,4.61,1.51
715,2021-06-30 05:31:27.130000,46.8858,11.2503,5.72,1.44
716,2021-06-30 11:17:39.200000,46.4013,12.971,6.31,0.65
717,2021-06-30 16:42:08.550000,45.9368,14.3145,4.56,1.54
718,2021-06-30 20:03:25.840000,46.5138,12.6708,1.27,1.19
719,2021-06-30 21:39:49.530000,45.9817,10.7083,5.52,0.67
720,2021-07-01 02:23:08.150000,46.065,11.8415,4.03,0.97
721,2021-07-01 10:21:03.380000,46.3725,13.0403,9.35,0.62
722,2021-07-01 10:50:02.330000,45.9792,13.8775,17.77,2.38
723,2021-07-01 18:07:02.900000,46.1788,12.4095,10.03,0.65
724,2021-07-01 18:32:08.280000,46.1772,12.4018,10.69,0.56
725,2021-07-01 19:33:00.820000,45.9028,10.8872,6.17,0.66
726,2021-07-01 21:42:57.830000,45.996,13.8917,16.66,0.85
727,2021-07-02 00:04:32.050000,45.9632,13.8565,16.87,2.62
728,2021-07-02 00:54:37.120000,45.9743,13.8673,17.41,2.44
729,2021-07-02 00:56:38.070000,45.9945,13.8897,16.49,1.29
730,2021-07-02 01:08:24.980000,46.0548,10.569,4.41,1.03
731,2021-07-02 05:23:32.570000,45.7893,10.9918,10.94,2.31
732,2021-07-02 08:03:03.790000,46.423,12.7975,4.42,0.77
733,2021-07-02 08:56:56.480000,45.9282,14.3108,7.54,1.88
734,2021-07-02 09:48:50.690000,45.996,13.8903,15.88,1.37
735,2021-07-02 14:16:01.830000,45.7218,10.5728,10.11,1.37
736,2021-07-02 18:03:06.260000,45.9105,10.8305,5.34,0.62
737,2021-07-02 23:20:49.960000,45.9833,13.8812,17.51,1.6
738,2021-07-02 23:35:53.890000,45.8513,10.9047,14.74,1.3
739,2021-07-02 23:56:46.820000,46.1398,11.9247,3.52,1.03
740,2021-07-03 00:36:51.180000,46.4723,13.4888,5.39,0.38
741,2021-07-03 00:48:49.660000,45.9165,10.798,11.63,1.46
742,2021-07-03 02:37:32.720000,45.9795,13.8788,17.83,1.68
743,2021-07-03 08:59:00.580000,46.381,13.6697,8.36,0.91
744,2021-07-03 19:05:07.680000,45.6768,11.4633,12.64,1.05
745,2021-07-03 19:30:04.320000,46.3442,13.1867,7.82,1.02
746,2021-07-03 21:39:49.380000,46.3335,13.2525,11.08,0.78
747,2021-07-04 01:06:01.250000,46.5645,10.6992,7.31,1.22
748,2021-07-04 05:12:48.930000,45.9898,13.8902,15.55,0.87
749,2021-07-04 06:01:17.080000,45.993,13.8895,16.03,0.9
750,2021-07-04 06:45:24.560000,45.9845,13.8758,17.8,1.61
751,2021-07-04 11:04:48.450000,46.1288,10.5495,1,0.8
752,2021-07-04 12:41:39.020000,45.5917,14.2505,9.36,1.31
753,2021-07-04 15:25:52.750000,46.372,13.0442,10.28,0.75
754,2021-07-04 15:27:44.870000,46.3725,13.0398,10.59,0.87
755,2021-07-04 15:42:53.320000,44.8117,12.8585,13.82,2.37
756,2021-07-04 17:45:10.420000,45.8115,11.3202,12.64,1.13
757,2021-07-04 21:30:56.090000,46.3683,13.0393,10,0.84
758,2021-07-05 00:19:16.340000,46.3687,13.0362,11.36,1.58
759,2021-07-05 04:11:10.290000,46.3717,13.0397,10.02,0.83
760,2021-07-05 09:40:19.570000,46.37,13.0388,10.31,1.13
761,2021-07-05 20:02:32.130000,45.571,10.4148,12.6,1.4
762,2021-07-06 06:59:00.310000,46.387,13.5133,11.56,0.54
763,2021-07-06 10:35:31.220000,46.3777,13.0467,9.85,0.67
764,2021-07-06 15:08:07.970000,46.3695,13.032,10.08,0.56
765,2021-07-06 16:52:18.740000,46.2493,12.1533,7.02,0.93
766,2021-07-06 18:12:07.280000,45.9123,10.8528,5.36,0.69
767,2021-07-06 22:09:34.780000,46.3663,13.0327,11.22,1.24
768,2021-07-06 22:10:36.100000,46.3725,13.042,10.15,0.5
769,2021-07-06 23:41:55.950000,45.5728,14.2535,6,1.51
770,2021-07-07 02:52:01.450000,46.3652,12.5763,9.07,0.7
771,2021-07-07 02:52:49.730000,46.3702,12.5692,9.04,0.64
772,2021-07-07 03:03:31.470000,46.3692,12.5652,10.45,0.51
773,2021-07-07 07:22:58.730000,46.3735,12.5748,9.32,1.11
774,2021-07-07 07:43:23.420000,46.3712,12.578,9.24,2.02
775,2021-07-07 15:39:46.720000,46.4687,13.5583,2.65,0.82
776,2021-07-08 05:52:30.680000,46.4692,12.7232,4.74,0.49
777,2021-07-08 08:38:42.160000,46.165,12.4482,10.48,1.3
778,2021-07-09 00:47:24.710000,46.3652,12.5775,8.66,0.98
779,2021-07-09 01:01:13.080000,45.8523,10.9422,14.5,1.34
