evid,Time,Latitude,Longitude,Depth,Magnitude
780,2021-07-09 02:40:51.140000,46.3098,13.1052,10.58,1.02
781,2021-07-09 22:23:44.400000,46.2652,10.3373,1.7,1.67
782,2021-07-10 01:45:28.450000,46.4877,13.6672,5.86,1.04
783,2021-07-10 02:28:30.060000,46.2638,10.3402,1.95,1.77
784,2021-07-11 05:38:11.460000,45.8077,12.0318,12.13,0.9
785,2021-07-11 10:56:20.450000,44.3863,12.958,22.34,4.25
786,2021-07-11 21:51:03.700000,46.0738,13.5118,12.92,1.58
787,2021-07-12 01:48:51.020000,46.0557,13.489,14.35,1
788,2021-07-12 22:23:54.810000,46.7043,13.0022,5.44,1.51
789,2021-07-12 23:57:23.160000,46.1252,13.6017,13.3,0.88
790,2021-07-13 03:56:17.060000,46.6917,12.9898,7.56,0.75
791,2021-07-13 11:12:10.250000,45.856,10.9343,15.45,0.97
792,2021-07-13 14:20:54.990000,46.3313,12.3755,8.38,0.64
793,2021-07-13 15:41:29.220000,46.2303,12.5747,5.88,1.12
794,2021-07-13 18:28:30.770000,46.4202,10.532,4.21,1.58
795,2021-07-14 09:59:44.900000,46.231,12.5753,6.53,1.34
796,2021-07-15 00:07:17.460000,46.3533,13.036,5.65,0.37
797,2021-07-15 01:01:34.800000,46.2288,12.581,6.66,0.42
798,2021-07-15 02:07:56.790000,46.2278,12.5767,7.36,0.58
799,2021-07-15 02:52:01.390000,46.2325,13.2132,4.35,1.01
800,2021-07-15 06:47:39.480000,46.231,12.5827,7.3,0.83
801,2021-07-15 19:31:56.710000,45.912,10.8462,10.58,0.58
802,2021-07-16 00:44:44.520000,46.336,13.2067,12.34,1.41
803,2021-07-16 00:51:19.280000,46.3342,13.204,10.85,0.73
804,2021-07-16 14:12:39.630000,45.8875,14.2442,3.13,1.12
805,2021-07-16 23:03:38.870000,46.3642,13.6888,7.68,0.93
806,2021-07-17 02:51:54.400000,46.282,13.3337,4.44,0.22
807,2021-07-17 03:11:47.930000,46.2032,12.4395,8.49,0.48
808,2021-07-17 15:38:56.630000,44.654,10.332,27.66,2.45
809,2021-07-17 16:19:27.590000,46.612,10.867,10.06,1.14
810,2021-07-19 00:51:37.280000,46.5417,12.4295,5.51,1.01
811,2021-07-19 02:43:17.800000,46.5593,10.428,1.67,0.46
812,2021-07-19 20:27:09.100000,46.3983,13.4452,2.42,0.71
813,2021-07-20 00:47:04.150000,46.4783,13.1155,7.25,0.43
814,2021-07-20 00:54:49.700000,46.2727,12.2242,7.59,0.78
815,2021-07-20 14:54:03.640000,46.306,12.936,7.82,0.57
816,2021-07-20 19:34:43.070000,45.904,10.9632,10.02,0.79
817,2021-07-20 22:55:38.600000,46.2518,12.4557,10.46,0.37
818,2021-07-21 04:41:16.750000,46.2262,12.5788,7.45,0.61
819,2021-07-21 05:16:06.890000,45.7615,11.0855,10.02,1.74
820,2021-07-21 10:58:16.140000,46.6362,13.6095,2.89,1.37
821,2021-07-21 13:42:56.340000,46.3345,13.2065,11.3,1.06
822,2021-07-21 15:10:32.050000,46.3353,13.2048,11.11,1.02
823,2021-07-21 17:59:15.180000,46.586,13.8213,6.59,0.91
824,2021-07-21 18:14:18.980000,46.4482,13.4647,5.12,0.14
825,2021-07-21 18:42:29.560000,46.0682,11.8415,1.14,1.89
826,2021-07-22 00:05:18.900000,46.308,12.7065,6.64,0.87
827,2021-07-22 00:28:09.870000,46.3942,12.9678,4.85,0.93
828,2021-07-22 01:31:09.260000,46.0525,10.5608,4.77,1.19
829,2021-07-22 10:23:15.470000,46.2153,13.7532,2.05,1.05
830,2021-07-22 11:08:27.100000,46.2433,13.3585,8.56,0.68
831,2021-07-22 21:24:06.910000,46.3963,12.5143,5.9,0.83
832,2021-07-22 22:01:43.910000,46.1188,13.5085,8.52,0.8
833,2021-07-22 22:50:01.220000,45.8117,11.1573,13.7,0.7
834,2021-07-23 02:25:13.680000,46.6192,10.3762,7.25,1.42
835,2021-07-23 04:35:52.200000,46.2967,13.3188,10.05,1.24
836,2021-07-23 04:49:03.340000,46.3682,13.033,10.6,0.91
837,2021-07-23 17:14:42.680000,46.3725,13.0412,10.53,0.42
838,2021-07-23 18:31:18.300000,45.9242,11.1025,8.77,0.95
839,2021-07-23 19:26:05.280000,46.1947,12.4255,10.27,0.47
840,2021-07-24 10:42:59.060000,46.382,13.6748,8.6,0.96
841,2021-07-24 12:04:04.500000,46.3863,12.883,9.57,0.79
842,2021-07-24 15:28:03.220000,46.3478,12.5567,7.82,1.21
843,2021-07-25 04:42:31.280000,46.4398,12.6288,5.05,1.7
844,2021-07-25 10:32:47.730000,45.7655,11.0143,9.27,1.52
845,2021-07-25 10:55:35.840000,46.0058,13.4273,11.73,0.78
846,2021-07-25 11:57:44.630000,46.264,10.3287,3.24,2.29
847,2021-07-25 13:39:14.240000,46.3235,13.0427,6.13,0.59
848,2021-07-25 13:48:03.960000,46.0105,13.4193,11.99,0.77
849,2021-07-25 21:15:55.880000,46.1678,12.6738,6.07,1
850,2021-07-26 07:35:01.760000,46.3685,13.0352,11.54,1.54
851,2021-07-26 17:52:38.350000,46.3068,13.3192,7.97,0.6
852,2021-07-27 00:33:47.230000,45.9913,13.4172,9.2,0.79
853,2021-07-27 06:15:31.510000,46.2927,12.2283,5.86,0.62
854,2021-07-27 16:11:56.320000,46.7325,12.5218,11.77,1.43
855,2021-07-27 16:41:18.550000,46.0035,14.3005,3.76,1.4
856,2021-07-27 17:36:17.300000,46.2805,13.1303,8.4,0.71
857,2021-07-27 18:14:48.490000,46.0653,11.8413,2.03,0.63
858,2021-07-27 21:11:25.550000,45.7647,11.0735,6.92,1.03
859,2021-07-28 02:02:39.720000,46.3708,10.6183,8.85,0.63
860,2021-07-28 07:59:28.470000,46.3625,12.9347,9.87,1.85
861,2021-07-28 14:02:11.130000,46.2855,13.6307,5.58,0.83
862,2021-07-28 16:38:05.860000,46.362,12.9345,9.01,1.74
863,2021-07-28 19:30:51.230000,45.9183,10.879,3.78,0.81
864,2021-07-29 01:52:43.830000,45.8727,12.1318,12.39,0.31
865,2021-07-29 20:52:59.890000,46.0685,10.597,4.38,0.5
866,2021-07-30 00:52:28.210000,46.4162,13.097,10.55,0.81
867,2021-07-30 04:14:02.770000,46.354,12.9743,7.31,0.43
868,2021-07-30 09:32:19.680000,46.2477,13.1163,7.37,0.35
869,2021-07-30 10:13:33.230000,46.1825,11.2055,9.78,1.16
870,2021-07-30 20:29:03.230000,46.263,10.3182,4.56,1.84
871,2021-07-30 21:14:19.270000,46.0217,10.4225,3.85,0.83
872,2021-07-31 08:44:53.700000,46.585,13.5228,6.05,1.83
873,2021-07-31 20:41:06.130000,46.108,12.345,11.02,1.1
874,2021-07-31 23:44:21.470000,46.3673,13.0328,11.57,1.84
875,2021-08-01 01:24:06.630000,46.3717,13.0385,9.71,0.56
876,2021-08-01 02:40:23.030000,46.6982,13.1597,6.08,1.06
877,2021-08-01 03:21:27.350000,45.3778,13.0153,26.11,1.85
878,2021-08-01 05:52:26.670000,46.2617,13.2922,11.11,1.49
879,2021-08-01 20:36:06.480000,46.1823,13.4778,15.61,1.34
880,2021-08-02 05:23:22.830000,45.7747,11.2662,12.11,0.9
881,2021-08-02 08:11:08.920000,46.37,13.0428,9.74,0.73
882,2021-08-02 10:46:46.030000,46.0433,13.5795,9.2,1.48
883,2021-08-02 12:44:20.610000,46.3752,13.0438,9.8,0.56
884,2021-08-02 15:57:31.780000,45.9163,12.1928,8.18,1.1
885,2021-08-02 16:03:02.830000,45.9077,12.2047,9.89,1.38
886,2021-08-02 16:26:48.370000,45.909,12.2102,9.49,1.2
887,2021-08-02 16:52:58.210000,45.9072,12.2102,9.78,1.31
888,2021-08-02 17:10:41.980000,46.2512,13.7355,4.11,0.88
889,2021-08-02 19:32:24.600000,45.8945,10.9027,4.36,0.67
890,2021-08-02 20:29:20.430000,46.3533,13.1235,9.59,0.77
891,2021-08-02 21:02:21.400000,45.904,12.2102,3.33,0.97
892,2021-08-02 21:07:09.260000,45.927,12.242,8.45,0.74
893,2021-08-02 21:09:50.810000,45.8952,12.2102,11.26,1.02
894,2021-08-03 02:08:00.300000,45.7462,10.8228,7.4,0.82
895,2021-08-03 02:12:24.180000,45.9063,12.1987,6.52,1.3
896,2021-08-03 02:12:56.840000,45.9113,12.1752,7.06,0.76
897,2021-08-03 02:13:07.360000,45.9098,12.2005,7.63,1.34
898,2021-08-03 02:25:09.520000,45.9188,12.2418,5.28,0.76
899,2021-08-03 03:16:25.620000,45.9078,12.2242,2.78,1.05
900,2021-08-03 05:34:50.990000,46.3693,13.0318,9.79,1.18
901,2021-08-03 05:35:50.670000,46.3688,13.0373,10.69,0.94
902,2021-08-03 06:12:31.240000,45.7187,14.4443,14,2.2
903,2021-08-03 06:49:31.540000,46.4952,13.0855,7.08,0.77
904,2021-08-03 06:52:51.000000,46.1498,12.2772,7.72,2.39
905,2021-08-03 07:49:35.720000,46.3697,13.0388,9.54,0.98
906,2021-08-03 09:42:39.180000,45.9272,11.1013,8.24,1.63
907,2021-08-03 13:34:58.670000,46.368,13.0383,10.02,0.3
908,2021-08-03 17:05:14.530000,45.9205,12.2018,8.85,0.63
909,2021-08-03 17:29:00.430000,45.9105,12.1993,8.98,0.89
910,2021-08-03 18:06:14.610000,45.911,12.197,7.93,1.28
911,2021-08-03 18:16:22.590000,45.919,12.2453,8.25,0.64
912,2021-08-03 18:23:41.410000,45.9105,12.2208,11.32,0.77
913,2021-08-03 18:44:00.590000,46.7083,12.8668,6.45,0.78
914,2021-08-03 18:49:59.830000,45.9188,12.1945,8.23,0.92
915,2021-08-03 19:03:16.800000,45.905,12.1792,11.85,1.26
916,2021-08-03 19:04:06.650000,45.9173,12.1755,10.58,1.66
917,2021-08-03 19:05:16.040000,45.9168,12.1887,10.4,2.37
918,2021-08-03 19:09:37.570000,45.9378,12.2695,9.01,0.53
919,2021-08-03 19:09:54.510000,45.9185,12.247,8.77,0.67
920,2021-08-03 19:28:00.630000,45.917,12.1898,8.87,0.7
921,2021-08-03 19:30:36.970000,45.9168,12.2108,11.01,0.9
922,2021-08-03 19:44:34.250000,45.9173,12.1938,8.34,0.53
923,2021-08-03 19:50:20.920000,45.921,12.2018,7.83,0.99
924,2021-08-03 19:51:26.980000,45.923,12.2165,7.5,0.59
925,2021-08-03 20:06:49.730000,45.9355,12.2622,8.15,0.43
926,2021-08-03 20:12:32.050000,45.916,12.1975,8.33,0.67
927,2021-08-03 20:18:05.400000,45.9142,12.1832,8.21,0.4
928,2021-08-03 20:25:52.350000,45.9162,12.1965,8.26,0.7
929,2021-08-03 20:26:04.580000,45.9237,12.232,8.73,0.34
930,2021-08-03 23:40:39.570000,45.9093,12.2102,8.83,1
931,2021-08-04 01:02:30.850000,45.894,12.2272,9.52,1.37
932,2021-08-04 02:14:56.960000,45.9192,12.2102,8.7,0.95
933,2021-08-04 08:20:35.590000,46.4537,10.8788,2.07,0.41
934,2021-08-04 08:24:24.520000,45.9187,12.2013,8.01,0.98
935,2021-08-04 12:57:56.380000,45.915,12.22,6.13,1.08
936,2021-08-04 14:15:52.010000,46.5063,13.0838,7.24,0.8
937,2021-08-04 17:38:57.710000,46.1097,12.3447,11.13,1.58
938,2021-08-04 19:35:25.280000,45.9072,10.9003,2.64,0.6
939,2021-08-04 19:44:56.860000,45.9027,12.199,8.78,1.04
940,2021-08-04 22:12:15.670000,45.9075,12.2272,6.89,0.85
941,2021-08-05 00:03:58.020000,45.9222,12.2218,7.5,0.46
942,2021-08-05 00:31:32.810000,45.9875,14.2738,6.18,1.3
943,2021-08-05 04:03:17.500000,46.377,13.6713,6.71,1.1
944,2021-08-05 07:23:23.900000,45.862,11.289,13.24,0.8
945,2021-08-05 12:10:27.320000,46.1013,13.5243,12.58,1.18
946,2021-08-05 13:23:17.630000,45.7897,11.4153,9.93,2.15
947,2021-08-05 16:54:23.290000,45.9123,12.2032,9.27,0.98
948,2021-08-05 20:52:20.110000,45.8925,11.252,13.97,0.52
949,2021-08-05 22:48:57.310000,46.1073,12.3493,9.01,1.02
950,2021-08-06 01:08:35.970000,46.1047,12.3468,10.25,0.78
951,2021-08-06 09:54:19.750000,46.1087,12.3457,11.07,1.44
952,2021-08-06 10:09:02.080000,45.8565,10.9288,14.66,0.72
953,2021-08-06 13:38:56.810000,45.7267,11.0462,4.6,1.14
954,2021-08-06 21:46:58.390000,46.1093,12.3403,11.61,1.13
955,2021-08-06 22:56:12.300000,46.1148,13.8332,10.7,1.59
956,2021-08-07 04:43:33.890000,45.7253,11.0123,5.02,0.78
957,2021-08-07 05:00:15.460000,45.723,11.0108,7.13,1.35
958,2021-08-07 06:47:58.270000,45.7247,11.0085,7.14,1.32
959,2021-08-08 12:06:03.120000,46.0952,13.4045,13.35,1.59
960,2021-08-08 12:31:36.700000,46.235,12.489,9.4,0.88
961,2021-08-08 15:17:13.110000,46.0933,13.4032,12.83,1.3
962,2021-08-08 16:22:33.520000,46.314,13.5793,6.81,1.06
963,2021-08-08 16:28:12.210000,46.527,10.6648,6.79,0.81
964,2021-08-09 00:27:33.770000,46.1113,12.3432,7.49,0.76
965,2021-08-09 07:38:04.480000,45.8417,10.8383,1.66,1.02
966,2021-08-09 13:47:47.430000,45.7715,11.0172,11.98,0.9
967,2021-08-09 19:33:42.190000,45.9097,10.8953,3.2,0.87
968,2021-08-10 00:42:28.320000,46.0903,13.4035,12.34,0.43
969,2021-08-10 02:03:48.240000,46.3387,12.3015,3.91,0.75
970,2021-08-10 11:23:56.160000,45.9122,12.1933,7.92,1.4
971,2021-08-10 11:45:34.290000,45.9337,12.2437,8.07,1.01
972,2021-08-10 15:21:30.330000,46.0922,13.415,13.97,2.78
973,2021-08-10 15:23:02.030000,46.0967,13.4058,13.44,2.48
974,2021-08-10 16:21:37.390000,46.0888,13.4007,12.03,0.6
975,2021-08-10 16:22:37.550000,46.086,13.399,11.1,0.56
976,2021-08-10 16:25:32.790000,46.4987,10.5697,1.44,0.59
977,2021-08-10 17:11:01.690000,45.9185,12.2065,3.81,0.88
978,2021-08-10 21:12:52.400000,46.3113,13.6057,6.76,0.56
979,2021-08-10 22:31:21.300000,45.7413,10.5573,3.8,1.2
980,2021-08-11 03:06:23.930000,45.9272,12.2547,9.25,0.53
981,2021-08-11 03:23:27.910000,46.2808,13.6212,5.35,1.13
982,2021-08-11 03:50:20.730000,45.9153,12.2102,7.49,0.7
983,2021-08-11 03:59:47.610000,44.9027,10.032,29.81,2.4
984,2021-08-11 04:09:18.860000,44.9497,10.0435,14.19,2.02
985,2021-08-11 07:56:13.630000,46.0103,13.3903,10.96,1.08
986,2021-08-11 09:14:46.590000,46.2968,12.6108,5.67,1.12
987,2021-08-11 10:43:50.020000,46.0898,13.3332,10.61,0.33
988,2021-08-11 13:55:27.230000,46.0895,13.3948,11.5,0.36
989,2021-08-11 15:32:39.360000,46.081,13.3863,11.83,0.37
990,2021-08-11 16:40:31.990000,46.0933,13.399,12.19,0.92
991,2021-08-11 19:49:09.000000,46.1115,13.4395,10.77,0.43
992,2021-08-11 19:55:16.830000,46.0953,13.4025,11.96,0.73
993,2021-08-11 23:07:59.770000,46.0972,13.4028,11.97,0.67
994,2021-08-12 02:14:30.880000,46.2608,10.33,2.15,1.27
995,2021-08-12 02:24:24.060000,46.0985,13.4012,12.93,0.86
996,2021-08-12 08:03:29.870000,46.7397,10.6683,3.64,1.47
997,2021-08-12 10:06:43.230000,45.9137,14.1845,7.99,1.43
998,2021-08-13 00:24:36.630000,46.4927,13.68,3.61,0.83
999,2021-08-13 02:53:41.520000,46.3898,13.6643,5.01,1.32
1000,2021-08-13 07:48:19.650000,45.9105,10.7083,11.4,0.89
1001,2021-08-13 08:51:40.260000,46.0947,13.4025,12.26,0.48
1002,2021-08-13 14:25:17.220000,46.254,13.2613,1.15,0.78
1003,2021-08-13 17:52:53.420000,46.4317,13.122,12.72,0.77
1004,2021-08-13 21:37:51.310000,45.7418,11.1428,9.25,0.89
1005,2021-08-14 13:44:10.930000,46.4628,10.699,6.27,1.52
1006,2021-08-14 16:06:37.630000,46.3993,12.9003,11.76,1.12
1007,2021-08-14 19:33:42.810000,46.3315,9.992,14.68,1.43
1008,2021-08-15 02:48:34.750000,46.691,13.585,1.4,1.4
1009,2021-08-15 06:02:20.870000,46.7193,10.2048,9.46,2.01
1010,2021-08-15 13:54:49.090000,45.736,10.8863,6.52,1.16
1011,2021-08-16 05:09:31.310000,45.5613,10.5157,13.8,1.09
1012,2021-08-16 10:34:52.350000,46.8808,11.2478,12.65,0.91
1013,2021-08-16 11:44:34.850000,47.0013,13.2227,2.56,2.48
1014,2021-08-16 11:46:02.150000,46.9875,13.2533,2.35,2.36
1015,2021-08-16 13:34:00.310000,46.4975,10.3788,4.16,1.4
1016,2021-08-16 14:17:17.260000,46.2767,13.7927,8.24,2.24
1017,2021-08-16 14:56:42.010000,46.2673,10.3373,2.06,1.66
1018,2021-08-16 19:21:52.250000,46.2037,13.2243,4.94,0.57
1019,2021-08-17 01:51:55.000000,46.3825,13.0937,8.54,1.43
1020,2021-08-17 03:57:15.880000,45.9145,11.1053,4.16,1.01
1021,2021-08-17 08:13:07.800000,46.2853,13.0718,9.9,0.87
1022,2021-08-17 12:17:34.670000,46.1715,12.3952,12.25,1.61
1023,2021-08-18 03:21:30.580000,46.3543,10.8535,7.21,1.51
1024,2021-08-18 05:36:53.670000,45.9177,12.2045,5.02,1.52
1025,2021-08-18 11:18:37.160000,46.232,14.1672,10.57,1.66
1026,2021-08-18 21:22:14.780000,46.0902,14.414,13.95,1.37
1027,2021-08-18 23:44:21.980000,46.1683,12.3937,11.52,1.36
1028,2021-08-19 01:10:00.770000,46.111,13.9545,9.46,1.17
1029,2021-08-19 03:49:20.860000,44.2483,10.7918,28.81,3.16
1030,2021-08-19 06:23:19.390000,46.457,13.2255,6.83,1
1031,2021-08-19 07:23:38.800000,45.9188,10.7155,7.22,0.63
1032,2021-08-19 09:52:17.610000,46.3752,12.9573,11.05,0.55
1033,2021-08-19 10:29:21.010000,46.6243,13.6433,3.87,1.34
1034,2021-08-19 11:38:13.350000,46.3683,13.04,10.62,1.31
1035,2021-08-19 19:19:24.240000,46.5155,10.4087,3.6,1
1036,2021-08-19 22:38:01.910000,46.3723,13.0397,10.03,0.51
1037,2021-08-20 08:56:37.930000,45.728,14.4205,1.34,1.61
1038,2021-08-21 02:36:31.340000,46.0975,13.407,12.49,1.27
1039,2021-08-21 12:16:35.860000,46.1262,14.3477,7.5,1.72
1040,2021-08-21 15:24:03.230000,45.9172,10.6878,9.51,1.16
1041,2021-08-21 20:59:47.310000,46.0958,13.404,12.13,0.88
1042,2021-08-22 00:09:00.830000,46.3375,12.8787,9.48,0.97
1043,2021-08-22 07:57:40.380000,46.2692,13.7252,6.8,1.1
1044,2021-08-22 10:51:22.430000,46.12,12.2372,8.85,0.98
1045,2021-08-22 16:17:08.500000,46.4518,14.3478,3.04,2.7
1046,2021-08-22 16:18:09.960000,46.4543,14.3703,9.13,2.09
1047,2021-08-23 14:17:15.570000,46.3378,12.9,4.63,1.19
1048,2021-08-23 18:32:32.370000,45.918,12.195,8.29,0.84
1049,2021-08-23 19:41:34.240000,46.2445,14.4095,13.84,1.81
1050,2021-08-23 20:18:31.460000,46.9902,11.5177,6.27,1.72
1051,2021-08-23 21:16:59.580000,45.8328,10.6532,10.67,0.76
1052,2021-08-23 21:45:41.070000,46.3848,13.6287,2.81,0.76
1053,2021-08-24 00:03:50.950000,46.4702,14.3642,6.93,2.82
1054,2021-08-24 01:11:29.310000,46.2135,12.5197,10.78,0.68
1055,2021-08-24 05:24:45.480000,45.8552,13.5402,12.66,1.53
1056,2021-08-25 01:01:09.390000,46.0495,10.7392,7.94,0.7
1057,2021-08-25 06:26:58.730000,46.746,10.7083,8.32,1.18
1058,2021-08-25 07:46:17.170000,46.4977,13.7932,12.78,1.86
1059,2021-08-25 12:18:17.530000,45.92,12.2498,10.19,0.79
1060,2021-08-25 12:36:51.730000,45.9173,12.2237,7.57,0.67
1061,2021-08-25 19:32:15.010000,45.9055,10.8688,1.34,0.74
1062,2021-08-25 22:34:23.660000,46.2655,12.9888,7.95,0.31
1063,2021-08-25 23:25:15.460000,46.0965,13.4032,14.01,1.64
1064,2021-08-26 00:06:32.210000,46.463,13.5365,2.01,0.78
1065,2021-08-26 08:55:17.280000,46.4988,13.8023,11.61,0.89
1066,2021-08-26 10:08:27.810000,46.183,11.2008,9.33,1.11
1067,2021-08-26 10:49:59.560000,46.2898,13.6443,6.88,1.71
1068,2021-08-27 04:12:21.960000,46.3512,10.6298,4.67,1.36
1069,2021-08-27 06:59:49.490000,46.244,12.5503,7.07,0.78
1070,2021-08-27 08:12:07.020000,45.7515,11.0623,6.86,1.29
1071,2021-08-27 23:48:25.030000,45.9203,12.2047,9.33,1.89
1072,2021-08-27 23:59:09.780000,45.9133,12.1942,8.42,0.98
1073,2021-08-28 01:55:00.590000,46.0968,13.4037,13.03,1.04
1074,2021-08-28 02:16:49.210000,46.0958,13.3987,12.08,0.75
1075,2021-08-28 04:24:37.220000,46.5655,12.2038,2.54,1.91
1076,2021-08-28 04:33:28.600000,45.9193,12.1958,8.59,0.67
1077,2021-08-28 08:07:05.020000,46.0995,14.3868,9.52,1.29
1078,2021-08-28 11:04:27.530000,46.2423,13.766,2.2,1.1
1079,2021-08-28 18:05:19.200000,46.4438,13.0772,12.83,0.84
1080,2021-08-28 18:06:36.680000,46.4438,13.0745,13.59,1.64
1081,2021-08-28 18:08:39.520000,46.4455,13.0772,13.16,1.21
1082,2021-08-28 18:59:47.460000,46.4447,13.0755,14.39,2.22
1083,2021-08-28 19:02:28.940000,46.4452,13.0643,12.16,0.57
1084,2021-08-28 19:28:47.580000,46.3742,13.0397,10.31,0.93
1085,2021-08-29 03:00:08.250000,46.0303,13.4138,12.83,1
1086,2021-08-29 03:54:06.600000,46.6105,10.4152,8.72,1.19
1087,2021-08-29 11:47:19.530000,46.4668,10.9007,10.31,0.75
1088,2021-08-29 13:05:50.130000,45.3075,14.491,3.45,1.93
1089,2021-08-29 13:25:54.790000,46.1033,13.416,11.71,0.58
1090,2021-08-29 14:32:44.560000,45.3687,14.3157,13.93,2.19
1091,2021-08-29 19:23:55.990000,45.745,11.0605,4.79,0.85
1092,2021-08-29 23:39:24.000000,45.9218,12.2512,5.24,0.76
1093,2021-08-30 01:59:57.070000,45.911,12.2177,7.74,0.79
1094,2021-08-30 03:26:13.780000,45.6992,14.3802,11.85,1.22
1095,2021-08-30 11:25:52.090000,46.3793,12.9172,8.29,0.88
1096,2021-08-30 16:58:37.480000,45.9485,10.8477,5.97,0.74
1097,2021-08-31 01:42:15.560000,45.9882,10.4485,3.02,0.74
1098,2021-08-31 02:24:10.890000,46.5293,13.2308,4.35,0.73
1099,2021-08-31 04:36:48.270000,46.1215,12.248,8.8,1.1
1100,2021-08-31 05:42:02.790000,45.4983,13.2447,21.58,1.86
1101,2021-08-31 13:14:15.830000,45.9248,14.1945,7.79,1.43
1102,2021-08-31 14:55:24.000000,46.0132,14.2727,8.41,1.32
1103,2021-08-31 15:30:20.130000,46.5628,12.2092,4.96,1.94
1104,2021-08-31 15:52:00.550000,45.9875,10.4293,1.62,0.74
1105,2021-08-31 17:12:21.250000,46.9827,11.5235,8.56,1.84
1106,2021-08-31 21:15:50.510000,45.7788,11.2467,7.99,0.84
1107,2021-08-31 21:57:47.490000,46.3705,12.9377,2.81,0.76
1108,2021-09-01 00:35:43.830000,46.4775,13.5017,4.02,0.67
1109,2021-09-01 03:24:30.900000,46.4837,13.5347,4.36,0.68
1110,2021-09-01 04:25:57.890000,45.5005,13.2648,20.29,1.73
1111,2021-09-01 07:55:45.880000,46.4738,13.5198,4.39,0.48
1112,2021-09-01 11:25:30.460000,46.4775,13.5218,3.8,0.78
1113,2021-09-01 15:56:48.850000,46.2692,13.2418,9.15,1.79
1114,2021-09-01 16:02:57.000000,46.2728,13.2438,9.35,2.13
1115,2021-09-01 16:08:23.230000,46.2825,13.2383,7.22,0.49
1116,2021-09-02 09:11:41.770000,46.278,11.6865,9.55,1.07
1117,2021-09-02 14:20:16.470000,46.2158,12.4205,12.17,0.55
1118,2021-09-03 13:33:32.700000,45.5048,14.471,15.36,2.04
1119,2021-09-03 15:12:41.880000,46.6197,10.962,3,2.03
1120,2021-09-03 18:10:40.800000,46.4172,12.9212,11.99,0.82
1121,2021-09-03 18:42:35.470000,45.5093,14.4712,15.97,1.87
1122,2021-09-03 21:40:20.910000,46.2888,13.6383,4.89,1.26
1123,2021-09-03 22:48:18.390000,46.4413,13.3618,2.35,0.61
1124,2021-09-04 09:42:11.800000,45.5062,14.4552,15.7,1.99
1125,2021-09-04 19:29:42.860000,46.0565,10.564,2.27,1.13
1126,2021-09-04 20:17:49.280000,46.2993,12.7308,4.69,0.97
1127,2021-09-05 06:49:46.810000,44.8517,11.138,12.06,2.14
1128,2021-09-06 00:18:29.590000,46.2948,12.4523,10.96,0.37
1129,2021-09-06 00:29:14.110000,46.4632,13.5727,3.58,0.23
1130,2021-09-06 07:32:08.440000,45.7783,10.9893,10.73,1.51
1131,2021-09-06 09:18:02.870000,46.3463,13.2163,10.76,3.34
1132,2021-09-06 09:30:12.120000,46.346,13.2292,10.54,0.71
1133,2021-09-06 09:36:57.590000,46.3528,13.2122,8.03,0.55
1134,2021-09-06 10:24:14.630000,45.7277,14.4433,0.77,1.41
1135,2021-09-06 13:36:39.410000,46.3043,13.2597,6.33,1.21
1136,2021-09-06 13:38:48.300000,45.7338,11.7745,12.94,1.92
1137,2021-09-06 23:08:44.660000,46.044,13.9445,12.45,2.24
1138,2021-09-07 02:56:40.680000,45.8303,11.3598,9.04,0.91
1139,2021-09-07 04:42:24.030000,45.9988,11.7318,9.24,0.95
1140,2021-09-07 07:03:50.310000,45.7618,11.0923,7.77,0.53
1141,2021-09-07 15:34:46.680000,46.3457,13.221,9.11,1.01
1142,2021-09-07 17:29:04.070000,46.3693,12.5817,8.16,2.36
1143,2021-09-07 18:10:07.350000,46.464,13.5037,5.24,0.24
1144,2021-09-07 22:40:09.350000,46.7088,10.1982,12.87,1.57
1145,2021-09-08 10:08:33.310000,45.9457,12.0213,13.06,0.83
1146,2021-09-08 11:39:59.090000,46.3865,13.1312,12.38,1.44
1147,2021-09-09 08:08:45.580000,46.5307,10.7372,7.91,1.1
1148,2021-09-09 10:23:56.320000,46.3107,12.9043,9.82,0.71
1149,2021-09-09 12:10:37.580000,46.0767,13.4178,16.67,1.01
1150,2021-09-09 12:35:04.250000,45.8837,11.9572,13.1,1.73
1151,2021-09-09 16:24:42.940000,46.3678,12.5797,8.18,1.52
1152,2021-09-10 02:46:30.900000,46.4673,10.8968,1.06,0.28
1153,2021-09-10 17:46:27.810000,45.9117,10.8447,5.15,0.67
1154,2021-09-10 18:19:12.830000,46.4657,14.365,8.44,2.08
1155,2021-09-11 01:10:05.100000,46.331,12.6188,7.72,0.84
1156,2021-09-11 01:17:25.230000,45.8505,10.9242,15.93,0.6
1157,2021-09-11 15:40:04.530000,46.527,10.7377,8.11,0.96
1158,2021-09-11 17:39:50.290000,45.727,10.5038,5.51,1.51
1159,2021-09-11 17:45:04.910000,46.2865,13.6367,5.46,0.76
1160,2021-09-11 18:16:02.410000,46.3005,13.6462,10.34,0.94
1161,2021-09-12 00:50:16.270000,46.3235,12.9458,5.5,1
1162,2021-09-12 07:59:48.370000,46.0925,13.5488,14.69,1.68
1163,2021-09-12 11:53:18.690000,46.336,13.2155,12.59,1.28
1164,2021-09-12 21:48:29.140000,45.7497,14.1243,12.09,1.22
1165,2021-09-13 05:47:12.200000,46.4625,13.5077,3.06,0.98
1166,2021-09-13 13:02:16.670000,46.6315,13.619,4.35,1.58
